hpo_id,name,definition,synonyms,text_for_embedding
HP:0001033,Facial flushing after alcohol intake,,['Facial flushing after alcohol intake'],Facial flushing after alcohol intake.  Facial flushing after alcohol intake
HP:0001034,Hypermelanotic macule,A hyperpigmented circumscribed area of change in normal skin color without elevation or depression of any size.,"['Hyperpigmented macules', 'Hyperpigmented spots', 'Hyperpigmented skin patches']",Hypermelanotic macule. A hyperpigmented circumscribed area of change in normal skin color without elevation or depression of any size. Hyperpigmented macules. Hyperpigmented spots. Hyperpigmented skin patches
HP:0001036,Parakeratosis,"Abnormal formation of the keratinocytes of the epidermis characterized by persistence of nuclei, incomplete formation of keratin, and moistness and swelling of the keratinocytes.",[],"Parakeratosis. Abnormal formation of the keratinocytes of the epidermis characterized by persistence of nuclei, incomplete formation of keratin, and moistness and swelling of the keratinocytes. "
HP:0001038,Warfarin-induced skin necrosis,,[],Warfarin-induced skin necrosis.  
HP:0001039,Atheroeruptive xanthoma,,[],Atheroeruptive xanthoma.  
HP:0001040,Multiple pterygia,,[],Multiple pterygia.  
HP:0001041,Facial erythema,"Redness of the skin of the face, caused by hyperemia of the capillaries in the lower layers of the skin.","['Blushed cheeks', 'Blushing', 'Red face', 'Red in the face', 'Rosacea', 'Ruddy face']","Facial erythema. Redness of the skin of the face, caused by hyperemia of the capillaries in the lower layers of the skin. Blushed cheeks. Blushing. Red face. Red in the face. Rosacea. Ruddy face"
HP:0001042,High axial triradius,,[],High axial triradius.  
HP:0001043,Prominent scalp veins,,['Prominent scalp veins'],Prominent scalp veins.  Prominent scalp veins
HP:0001045,Vitiligo,,"['Blotchy loss of skin color', 'Blotchy loss of skin colour']",Vitiligo.  Blotchy loss of skin color. Blotchy loss of skin colour
HP:0001046,Intermittent jaundice,"Jaundice that is sometimes present, sometimes not.","['Intermittent icterus', 'Intermittent yellow skin', 'Intermittent yellowing of skin']","Intermittent jaundice. Jaundice that is sometimes present, sometimes not. Intermittent icterus. Intermittent yellow skin. Intermittent yellowing of skin"
HP:0001047,Atopic dermatitis,"Atopic dermatitis (AD) or atopic eczema is an itchy, inflammatory skin condition with a predilection for the skin flexures. It is characterized by poorly defined erythema with edema, vesicles, and weeping in the acute stage and skin thickening (lichenification) in the chronic stage.","['Allergic eczema', 'Atopic dermatitis, chronic', 'Atopic eczema', 'Dermatitis, Atopic', 'Infantile eczema', 'Neurodermatitis', 'Prurigo Besnier', 'Baby eczema']","Atopic dermatitis. Atopic dermatitis (AD) or atopic eczema is an itchy, inflammatory skin condition with a predilection for the skin flexures. It is characterized by poorly defined erythema with edema, vesicles, and weeping in the acute stage and skin thickening (lichenification) in the chronic stage. Allergic eczema. Atopic dermatitis, chronic. Atopic eczema. Dermatitis, Atopic. Infantile eczema. Neurodermatitis. Prurigo Besnier. Baby eczema"
HP:0001048,Cavernous hemangioma,The presence of a cavernous hemangioma. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma.,"['Cavernous angioma', 'Cavernous haemangioma', 'Collection of dilated blood vessels that forms mass']",Cavernous hemangioma. The presence of a cavernous hemangioma. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma. Cavernous angioma. Cavernous haemangioma. Collection of dilated blood vessels that forms mass
HP:0001049,Absent dorsal skin creases over affected joints,,[],Absent dorsal skin creases over affected joints.  
HP:0001050,Plethora,,[],Plethora.  
HP:0001051,Seborrheic dermatitis,"Seborrheic dermatitis is a form of eczema which is closely related to dandruff. It causes dry or greasy peeling of the scalp, eyebrows, and face, and sometimes trunk.","['Seborrhea', 'Seborrheic eczema', 'Dysseborrheic dermatitis']","Seborrheic dermatitis. Seborrheic dermatitis is a form of eczema which is closely related to dandruff. It causes dry or greasy peeling of the scalp, eyebrows, and face, and sometimes trunk. Seborrhea. Seborrheic eczema. Dysseborrheic dermatitis"
HP:0001052,Nevus flammeus,A congenital vascular malformation consisting of superficial and deep dilated capillaries in the skin which produce a reddish to purplish discolouration of the skin.,"['Nevus simplex', 'port-wine stain']",Nevus flammeus. A congenital vascular malformation consisting of superficial and deep dilated capillaries in the skin which produce a reddish to purplish discolouration of the skin. Nevus simplex. port-wine stain
HP:0001053,Hypopigmented skin patches,,"['Patchy loss of skin color', 'Patchy loss of skin colour']",Hypopigmented skin patches.  Patchy loss of skin color. Patchy loss of skin colour
HP:0001054,Numerous nevi,,"['Multiple pigmented nevi', 'Numerous moles']",Numerous nevi.  Multiple pigmented nevi. Numerous moles
HP:0001055,Erysipelas,"Increased susceptibility to erysipelas, as manifested by a medical history of repeated episodes of erysipelas, which is a superficial infection of the skin, typically involving the lymphatic system.","[""St. Anthony's Fire""]","Erysipelas. Increased susceptibility to erysipelas, as manifested by a medical history of repeated episodes of erysipelas, which is a superficial infection of the skin, typically involving the lymphatic system. St. Anthony's Fire"
HP:0001056,Milia,Presence of multiple small cysts containing keratin (skin protein) and presenting as tiny pearly-white bumps just under the surface of the skin.,"['Milk spot', 'Millium cyst']",Milia. Presence of multiple small cysts containing keratin (skin protein) and presenting as tiny pearly-white bumps just under the surface of the skin. Milk spot. Millium cyst
HP:0001057,Aplasia cutis congenita,"A developmental defect resulting in the congenital absence of skin in multiple or solitary non-inflammatory, well-demarcated, oval or circular ulcers with a diameter of about 1 to 2 cm. Aplasia cutis congenita most commonly occurs on the scalp, but may present in the face, trunk, or limbs.","['Congenital scars', 'Absence of part of skin at birth', 'Congenital absence of skin', 'Cutis aplasia']","Aplasia cutis congenita. A developmental defect resulting in the congenital absence of skin in multiple or solitary non-inflammatory, well-demarcated, oval or circular ulcers with a diameter of about 1 to 2 cm. Aplasia cutis congenita most commonly occurs on the scalp, but may present in the face, trunk, or limbs. Congenital scars. Absence of part of skin at birth. Congenital absence of skin. Cutis aplasia"
HP:0001058,Poor wound healing,A reduced ability to heal cutaneous wounds.,['Poor wound healing'],Poor wound healing. A reduced ability to heal cutaneous wounds. Poor wound healing
HP:0001059,Pterygium,"Pterygia are 'winglike' triangular membranes occurring in the neck, eyes, knees, elbows, ankles or digits.",['Pterygia'],"Pterygium. Pterygia are 'winglike' triangular membranes occurring in the neck, eyes, knees, elbows, ankles or digits. Pterygia"
HP:0001060,Axillary pterygium,Presence of a cutaneous membrane (flap) in the armpit.,['Axillary pterygia'],Axillary pterygium. Presence of a cutaneous membrane (flap) in the armpit. Axillary pterygia
HP:0001061,Acne,"A skin condition in which there is an increase in sebum secretion by the pilosebaceous apparatus associated with open comedones (blackheads), closed comedones (whiteheads), and pustular nodules (papules, pustules, and cysts).","['Breaking out', 'Acne']","Acne. A skin condition in which there is an increase in sebum secretion by the pilosebaceous apparatus associated with open comedones (blackheads), closed comedones (whiteheads), and pustular nodules (papules, pustules, and cysts). Breaking out. Acne"
HP:0001062,Atypical nevus,"A large pigmented lesion measuring 5-15 mm in diameter with irregular, notched, and ill defined border and with color that may range from tan to dark brown to pink.","['Atypical mole', 'Dysplastic Nevus']","Atypical nevus. A large pigmented lesion measuring 5-15 mm in diameter with irregular, notched, and ill defined border and with color that may range from tan to dark brown to pink. Atypical mole. Dysplastic Nevus"
HP:0001063,Acrocyanosis,Bluish discoloration of the skin of the hands or feet.,"['Persistent blue color of hands or feet', 'Persistent blue colour of hands or feet']",Acrocyanosis. Bluish discoloration of the skin of the hands or feet. Persistent blue color of hands or feet. Persistent blue colour of hands or feet
HP:0001065,Striae distensae,"Thinned, erythematous, depressed bands of atrophic skin. Initially, striae appear as flattened and thinned, pinkish linear regions of the skin. Striae tend to enlarge in length and become reddish or purplish. Later, striae tend to appear as white, depressed bands that are parallel to the lines of skin tension. Striae distensae occur most often in areas that have been subject to distension such as the lower back, buttocks, thighs, breast, abdomen, and shoulders.","['Purplish striae', 'Stretch marks', 'Striae', 'Striae atrophicae', 'Striae cutis distensae']","Striae distensae. Thinned, erythematous, depressed bands of atrophic skin. Initially, striae appear as flattened and thinned, pinkish linear regions of the skin. Striae tend to enlarge in length and become reddish or purplish. Later, striae tend to appear as white, depressed bands that are parallel to the lines of skin tension. Striae distensae occur most often in areas that have been subject to distension such as the lower back, buttocks, thighs, breast, abdomen, and shoulders. Purplish striae. Stretch marks. Striae. Striae atrophicae. Striae cutis distensae"
HP:0001067,Neurofibroma,"A benign peripheral nerve sheath tumor that generally appears as a soft, skin-colored papule or small subcutaneous nodule. Individuals with neurofibromatosis can have numerous neurofibromas.","['Neurofibromata', 'Neurofibromatosis', 'multiple neurofibromas']","Neurofibroma. A benign peripheral nerve sheath tumor that generally appears as a soft, skin-colored papule or small subcutaneous nodule. Individuals with neurofibromatosis can have numerous neurofibromas. Neurofibromata. Neurofibromatosis. multiple neurofibromas"
HP:0001069,Episodic hyperhidrosis,Intermittent episodes of abnormally increased perspiration.,"['Hyperhidrosis, episodic', 'Sporadic excessive sweating']","Episodic hyperhidrosis. Intermittent episodes of abnormally increased perspiration. Hyperhidrosis, episodic. Sporadic excessive sweating"
HP:0001070,Mottled pigmentation,Patchy and irregular skin pigmentation.,"['Mottled skin coloring', 'Mottled skin colouring', 'Stippled pigmentation']",Mottled pigmentation. Patchy and irregular skin pigmentation. Mottled skin coloring. Mottled skin colouring. Stippled pigmentation
HP:0001071,Angiokeratoma corporis diffusum,"Angiokeratoma corporis diffusum (ACD) is typically characterized by innumerable small red to black papules which occur in clusters and are situated symmetrically in the bathing trunks area. The number of lesions and the extension of the body increase steadily with time so that generalization and mucosal involvement are common. The single lesion begins with a minute reddish papule which enlarges to up to 10 mm in diameter, becomes dark red to black with a discrete keratotic overgrowth. Histologically, the papules are characterized by superficial dilated capillaries in papillary dermis with epidermal proliferation.",['Fabry syndrome'],"Angiokeratoma corporis diffusum. Angiokeratoma corporis diffusum (ACD) is typically characterized by innumerable small red to black papules which occur in clusters and are situated symmetrically in the bathing trunks area. The number of lesions and the extension of the body increase steadily with time so that generalization and mucosal involvement are common. The single lesion begins with a minute reddish papule which enlarges to up to 10 mm in diameter, becomes dark red to black with a discrete keratotic overgrowth. Histologically, the papules are characterized by superficial dilated capillaries in papillary dermis with epidermal proliferation. Fabry syndrome"
HP:0001072,Thickened skin,Laminar thickening of skin.,"['Pachydermia', 'Thick skin', 'Thickened skin', 'Diffusely thickened skin']",Thickened skin. Laminar thickening of skin. Pachydermia. Thick skin. Thickened skin. Diffusely thickened skin
HP:0001073,Cigarette-paper scars,Thin (atrophic) and wide scars.,"['Cigarette paper scarring', 'Cigarette-paper scars']",Cigarette-paper scars. Thin (atrophic) and wide scars. Cigarette paper scarring. Cigarette-paper scars
HP:0001074,Atypical nevi in non-sun exposed areas,,[],Atypical nevi in non-sun exposed areas.  
HP:0001075,Atrophic scars,"Scars that form a depression compared to the level of the surrounding skin because of damage to the collagen, fat or other tissues below the skin.","['Sunken or indented skin due to damage', 'Thin, atrophic scars']","Atrophic scars. Scars that form a depression compared to the level of the surrounding skin because of damage to the collagen, fat or other tissues below the skin. Sunken or indented skin due to damage. Thin, atrophic scars"
HP:0001076,Glabellar hemangioma,,['Glabellar capillary hemangioma'],Glabellar hemangioma.  Glabellar capillary hemangioma
HP:0001080,Biliary tract abnormality,An abnormality of the biliary tree.,['Biliary tract disease'],Biliary tract abnormality. An abnormality of the biliary tree. Biliary tract disease
HP:0001081,Cholelithiasis,"Hard, pebble-like deposits that form within the gallbladder.",['Gallstones'],"Cholelithiasis. Hard, pebble-like deposits that form within the gallbladder. Gallstones"
HP:0001082,Cholecystitis,The presence of inflammatory changes in the gallbladder.,['Gallbladder inflammation'],Cholecystitis. The presence of inflammatory changes in the gallbladder. Gallbladder inflammation
HP:0001083,Ectopia lentis,"Dislocation or malposition of the crystalline lens of the eye. A partial displacement (or dislocation) of the lens is described as a subluxation of the lens, while a complete displacement is termed luxation of the lens. A complete displacement occurs if the lens is completely outside the patellar fossa of the lens, either in the anterior chamber, in the vitreous, or directly on the retina. If the lens is partially displaced but still contained within the lens space, then it is termed subluxation.","['Abnormality of lens position', 'Lens dislocation']","Ectopia lentis. Dislocation or malposition of the crystalline lens of the eye. A partial displacement (or dislocation) of the lens is described as a subluxation of the lens, while a complete displacement is termed luxation of the lens. A complete displacement occurs if the lens is completely outside the patellar fossa of the lens, either in the anterior chamber, in the vitreous, or directly on the retina. If the lens is partially displaced but still contained within the lens space, then it is termed subluxation. Abnormality of lens position. Lens dislocation"
HP:0001084,Corneal arcus,"A hazy, grayish-white ring about 2 mm in width located close to but separated from the limbus (the corneoscleral junction). Corneal arcus generally occurs bilaterally, and is related to lipid deposition in the cornea. Corneal arcus can occur in elderly persons as a part of the aging process but may be associated with hypercholesterolemia in people under the age of 50 years.","['Anterior embryotoxon', 'Arcus lipoidis', 'Arcus senilis', 'Corneal annulus', 'Gerontoxon', 'Arcus juvenilis']","Corneal arcus. A hazy, grayish-white ring about 2 mm in width located close to but separated from the limbus (the corneoscleral junction). Corneal arcus generally occurs bilaterally, and is related to lipid deposition in the cornea. Corneal arcus can occur in elderly persons as a part of the aging process but may be associated with hypercholesterolemia in people under the age of 50 years. Anterior embryotoxon. Arcus lipoidis. Arcus senilis. Corneal annulus. Gerontoxon. Arcus juvenilis"
HP:0001085,Papilledema,Papilledema refers to edema (swelling) of the optic disc secondary to any factor which increases cerebral spinal fluid pressure.,['Papillitis'],Papilledema. Papilledema refers to edema (swelling) of the optic disc secondary to any factor which increases cerebral spinal fluid pressure. Papillitis
HP:0001087,Developmental glaucoma,Glaucoma which forms during the early years of a child's life is called developmental or congenital glaucoma.,"['Childhood glaucoma', 'Infantile glaucoma', 'Paediatric glaucoma', 'Pediatric glaucoma']",Developmental glaucoma. Glaucoma which forms during the early years of a child's life is called developmental or congenital glaucoma. Childhood glaucoma. Infantile glaucoma. Paediatric glaucoma. Pediatric glaucoma
HP:0001088,Brushfield spots,The presence of whitish spots in a ring-like arrangement at the periphery of the iris.,"['Iris brushfield spots', 'Speckled iris']",Brushfield spots. The presence of whitish spots in a ring-like arrangement at the periphery of the iris. Iris brushfield spots. Speckled iris
HP:0001089,Iris atrophy,Loss of iris tissue (atrophy),['Iris degeneration'],Iris atrophy. Loss of iris tissue (atrophy) Iris degeneration
HP:0001090,Abnormally large globe,Diffusely large eye (with megalocornea) without glaucoma.,"['Increased size of eyes', 'Large eyes', 'Megalophthalmos', 'Increased size of palpebral fissures', 'Large eyeballs', 'Large of palpebral fissures']",Abnormally large globe. Diffusely large eye (with megalocornea) without glaucoma. Increased size of eyes. Large eyes. Megalophthalmos. Increased size of palpebral fissures. Large eyeballs. Large of palpebral fissures
HP:0001092,Absent lacrimal punctum,No identifiable superior and/or inferior lacrimal punctum.,"['Absent lacrimal gland puncta', 'Absent lacrimal openings', 'Absent lacrimal puncta', 'Aplasia of lacrimal puncta', 'Lacrimal puncta aplasia', 'Lacrimal punctum, absence', 'Agenesis of the lacrimal punctum']","Absent lacrimal punctum. No identifiable superior and/or inferior lacrimal punctum. Absent lacrimal gland puncta. Absent lacrimal openings. Absent lacrimal puncta. Aplasia of lacrimal puncta. Lacrimal puncta aplasia. Lacrimal punctum, absence. Agenesis of the lacrimal punctum"
HP:0001093,Optic nerve dysplasia,The presence of developmental dysplasia of the optic nerve.,[],Optic nerve dysplasia. The presence of developmental dysplasia of the optic nerve. 
HP:0001094,Iridocyclitis,"A type of anterior uveitis, in which there is Inflammation of the iris and the ciliary body.",[],"Iridocyclitis. A type of anterior uveitis, in which there is Inflammation of the iris and the ciliary body. "
HP:0001095,Hypertensive retinopathy,,[],Hypertensive retinopathy.  
HP:0001096,Keratoconjunctivitis,Inflammation of the cornea and conjunctiva.,[],Keratoconjunctivitis. Inflammation of the cornea and conjunctiva. 
HP:0001097,Keratoconjunctivitis sicca,"Dryness of the eye related to deficiency of the tear film components (aqueous, mucin, or lipid), lid surface abnormalities, or epithelial abnormalities. Keratoconjunctivitis sicca often results in a scratchy or sandy sensation (foreign body sensation) in the eyes, and may also be associated with itching, inability to produce tears, photosensitivity, redness, pain, and difficulty in moving the eyelids.","['Dry eyes', 'Keratitis sicca', 'Xerophthalmia', 'Dry eye syndrome']","Keratoconjunctivitis sicca. Dryness of the eye related to deficiency of the tear film components (aqueous, mucin, or lipid), lid surface abnormalities, or epithelial abnormalities. Keratoconjunctivitis sicca often results in a scratchy or sandy sensation (foreign body sensation) in the eyes, and may also be associated with itching, inability to produce tears, photosensitivity, redness, pain, and difficulty in moving the eyelids. Dry eyes. Keratitis sicca. Xerophthalmia. Dry eye syndrome"
HP:0001098,Abnormal fundus morphology,Any structural abnormality of the fundus of the eye.,['Abnormality of the fundus'],Abnormal fundus morphology. Any structural abnormality of the fundus of the eye. Abnormality of the fundus
HP:0001099,Fundus atrophy,,[],Fundus atrophy.  
HP:0001100,Heterochromia iridis,Heterochromia iridis is a difference in the color of the iris in the two eyes.,"['Different colored eyes', 'Different coloured eyes', 'Heterochromia irides']",Heterochromia iridis. Heterochromia iridis is a difference in the color of the iris in the two eyes. Different colored eyes. Different coloured eyes. Heterochromia irides
HP:0001101,Iritis,Inflammation of the iris.,['Inflammation of iris'],Iritis. Inflammation of the iris. Inflammation of iris
HP:0001102,Angioid streaks of the fundus,"Irregular lines in the deep retina that are typically configured in a radiating fashion and emanate from the optic disc. Angioid streaks are crack-like dehiscences in abnormally thickened and calcified Bruch's membrane, resulting in atrophy of the overlying retinal pigment epithelium. They may be associated with a number of endocrine, metabolic, and connective tissue abnormalities but are frequently idiopathic.","['Angioid streaks', 'Angioid streaks of the retina', 'Angioid streaks, retina', 'Knapp streaks', 'Laquer cracks of the retina']","Angioid streaks of the fundus. Irregular lines in the deep retina that are typically configured in a radiating fashion and emanate from the optic disc. Angioid streaks are crack-like dehiscences in abnormally thickened and calcified Bruch's membrane, resulting in atrophy of the overlying retinal pigment epithelium. They may be associated with a number of endocrine, metabolic, and connective tissue abnormalities but are frequently idiopathic. Angioid streaks. Angioid streaks of the retina. Angioid streaks, retina. Knapp streaks. Laquer cracks of the retina"
HP:0001103,Abnormal macular morphology,"A structural abnormality of the macula lutea, which is an oval-shaped highly pigmented yellow spot near the center of the retina.","['Abnormality of the macula', 'Macula abnormality', 'Macular abnormality']","Abnormal macular morphology. A structural abnormality of the macula lutea, which is an oval-shaped highly pigmented yellow spot near the center of the retina. Abnormality of the macula. Macula abnormality. Macular abnormality"
HP:0001104,Macular hypoplasia,Underdevelopment of the macula lutea.,[],Macular hypoplasia. Underdevelopment of the macula lutea. 
HP:0001105,Retinal atrophy,"Well-demarcated area(s) of partial or complete depigmentation in the fundus, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss.",[],"Retinal atrophy. Well-demarcated area(s) of partial or complete depigmentation in the fundus, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss. "
HP:0001106,Periorbital hyperpigmentation,Increased pigmentation of the skin in the region surrounding the orbit of the eye.,"['Dark circles around the eyes', 'Dark circles under the eyes', 'Darkening around the eyes', 'Idiopathic cutaneous hyperchromia at the orbital region', 'Infraorbital pigmentation', 'Periorbital melanosis', 'Pigmentation around the eyes']",Periorbital hyperpigmentation. Increased pigmentation of the skin in the region surrounding the orbit of the eye. Dark circles around the eyes. Dark circles under the eyes. Darkening around the eyes. Idiopathic cutaneous hyperchromia at the orbital region. Infraorbital pigmentation. Periorbital melanosis. Pigmentation around the eyes
HP:0001107,Ocular albinism,An abnormal reduction in the amount of pigmentation (reduced or absent) of the iris and retina.,"['Absent pigmentation in the eye', 'Albinism, Ocular']","Ocular albinism. An abnormal reduction in the amount of pigmentation (reduced or absent) of the iris and retina. Absent pigmentation in the eye. Albinism, Ocular"
HP:0001112,Leber optic atrophy,Degeneration of retinal ganglion cells and their axons.,"['Leber optic atrophy features', 'Leber optic degeneration']",Leber optic atrophy. Degeneration of retinal ganglion cells and their axons. Leber optic atrophy features. Leber optic degeneration
HP:0001113,obsolete Early cataracts,,[],obsolete Early cataracts.  
HP:0001114,Xanthelasma,The presence of xanthomata in the skin of the eyelid.,"['Fatty deposits in skin around the eyes', 'Fatty deposits on eyelids', 'Xanthelasma palpebrarum', 'Xanthoma', 'Xanthelasma of eyelid', 'Xanthelasma of periocular region', 'Xanthoma of eyelid', 'Xanthoma of periocular region']",Xanthelasma. The presence of xanthomata in the skin of the eyelid. Fatty deposits in skin around the eyes. Fatty deposits on eyelids. Xanthelasma palpebrarum. Xanthoma. Xanthelasma of eyelid. Xanthelasma of periocular region. Xanthoma of eyelid. Xanthoma of periocular region
HP:0001115,Posterior polar cataract,A polar cataract that affects the posterior pole of the lens.,"['Polar cataract, posterior']","Posterior polar cataract. A polar cataract that affects the posterior pole of the lens. Polar cataract, posterior"
HP:0001116,Macular coloboma,"A congenital defect of the macula distinct from coloboma associated with optic fissure closure defects. Macular coloboma is characterized by a sharply defined, rather large defect in the central area of the fundus that is oval or round, and coarsely pigmented.",['Coloboma of the macula'],"Macular coloboma. A congenital defect of the macula distinct from coloboma associated with optic fissure closure defects. Macular coloboma is characterized by a sharply defined, rather large defect in the central area of the fundus that is oval or round, and coarsely pigmented. Coloboma of the macula"
HP:0001117,Sudden loss of visual acuity,Severe loss of visual acuity within hours or days. This is characteristic of Leber hereditary optic neuropathy.,"['Sudden decrease in vision', 'Sudden central visual loss']",Sudden loss of visual acuity. Severe loss of visual acuity within hours or days. This is characteristic of Leber hereditary optic neuropathy. Sudden decrease in vision. Sudden central visual loss
HP:0001118,Juvenile cataract,A type of cataract that is not apparent at birth but that arises in childhood or adolescence.,[],Juvenile cataract. A type of cataract that is not apparent at birth but that arises in childhood or adolescence. 
HP:0001119,Keratoglobus,"Limbus-to-limbus corneal thinning, often greatest in the periphery, with globular protrusion of the cornea.",[],"Keratoglobus. Limbus-to-limbus corneal thinning, often greatest in the periphery, with globular protrusion of the cornea. "
HP:0001120,Abnormality of corneal size,Any abnormality of the size or morphology of the cornea.,[],Abnormality of corneal size. Any abnormality of the size or morphology of the cornea. 
HP:0001122,obsolete Aplasia/Hypoplasia of the choroid,,[],obsolete Aplasia/Hypoplasia of the choroid.  
HP:0001123,Visual field defect,,"['Partial loss of field of vision', 'Visual field defects']",Visual field defect.  Partial loss of field of vision. Visual field defects
HP:0001125,Transient unilateral blurring of vision,Transient blurring of vision associated with the aura phase of migraine.,"['Hemianoptic blurring of vision', 'Transient unilateral blurred vision', 'Hemianopic blurring']",Transient unilateral blurring of vision. Transient blurring of vision associated with the aura phase of migraine. Hemianoptic blurring of vision. Transient unilateral blurred vision. Hemianopic blurring
HP:0001126,Cryptophthalmos,"Cryptophthalmos is a condition of total absence of eyelids and the skin of forehead is continuous with that of cheek, in which the eyeball is completely concealed by the skin, which is stretched over the orbital cavity.",[],"Cryptophthalmos. Cryptophthalmos is a condition of total absence of eyelids and the skin of forehead is continuous with that of cheek, in which the eyeball is completely concealed by the skin, which is stretched over the orbital cavity. "
HP:0001128,Trichiasis,Inversion and rubbing of the eyelashes against the globe of the eye.,"['Ingrown eyelashes', 'Introversion of eyelashes', 'Trichiasis of eyelid eyelashes']",Trichiasis. Inversion and rubbing of the eyelashes against the globe of the eye. Ingrown eyelashes. Introversion of eyelashes. Trichiasis of eyelid eyelashes
HP:0001129,Large central visual field defect,,['Large central loss of field of vision'],Large central visual field defect.  Large central loss of field of vision
HP:0001131,Corneal dystrophy,The term corneal dystrophy embraces a heterogenous group of bilateral genetically determined non-inflammatory corneal diseases that are restricted to the cornea.,[],Corneal dystrophy. The term corneal dystrophy embraces a heterogenous group of bilateral genetically determined non-inflammatory corneal diseases that are restricted to the cornea. 
HP:0001132,Lens subluxation,Partial dislocation of the lens of the eye.,['Partially dislocated lens'],Lens subluxation. Partial dislocation of the lens of the eye. Partially dislocated lens
HP:0001133,Constriction of peripheral visual field,An absolute or relative decrease in retinal sensitivity extending from edge (periphery) of the visual field in a concentric pattern. The visual field is the area that is perceived simultaneously by a fixating eye.,"['Concentric narrowing of visual field', 'Constricted visual field', 'Constricted visual fields', 'Limited peripheral vision', 'Reduced peripheral vision', 'Visual field constriction']",Constriction of peripheral visual field. An absolute or relative decrease in retinal sensitivity extending from edge (periphery) of the visual field in a concentric pattern. The visual field is the area that is perceived simultaneously by a fixating eye. Concentric narrowing of visual field. Constricted visual field. Constricted visual fields. Limited peripheral vision. Reduced peripheral vision. Visual field constriction
HP:0001134,Anterior polar cataract,A polar cataract that affects the anterior pole of the lens.,"['Polar cataract, anterior']","Anterior polar cataract. A polar cataract that affects the anterior pole of the lens. Polar cataract, anterior"
HP:0001135,Chorioretinal dystrophy,,[],Chorioretinal dystrophy.  
HP:0001136,Retinal arteriolar tortuosity,The presence of an increased number of twists and turns of the retinal arterioles.,['Tortuous retinal arterioles'],Retinal arteriolar tortuosity. The presence of an increased number of twists and turns of the retinal arterioles. Tortuous retinal arterioles
HP:0001137,Alternating esotropia,Esotropia in which either eye may be used for fixation.,['Alternating cross eyes'],Alternating esotropia. Esotropia in which either eye may be used for fixation. Alternating cross eyes
HP:0001138,Optic neuropathy,,['Damaged optic nerve'],Optic neuropathy.  Damaged optic nerve
HP:0001139,Choroideremia,,[],Choroideremia.  
HP:0001140,Limbal dermoid,A benign tumor typically found at the junction of the cornea and sclera (limbal epibullar dermoid).,"['Benign eye tumor', 'Benign eye tumour', 'Epibulbar dermoid', 'Epibulbar dermoids']",Limbal dermoid. A benign tumor typically found at the junction of the cornea and sclera (limbal epibullar dermoid). Benign eye tumor. Benign eye tumour. Epibulbar dermoid. Epibulbar dermoids
HP:0001141,Severely reduced visual acuity,"Severe reduction of the ability to see. On the 6m visual acuity scale, severe reduction is defined as less than 6/60 but at least 3/60. On the 20ft visual acuity scale, severe reduction is defined as less than 20/200 but at least 20/400. On the decimal visual acuity scale, severe reduction is defined as less than 0.1 but at least 0.05.","['Marked vision impairment', 'Severe reduction in visual acuity', 'Severe vision loss', 'Severe visual impairment', 'Severe visual loss', 'Severely impaired vision']","Severely reduced visual acuity. Severe reduction of the ability to see. On the 6m visual acuity scale, severe reduction is defined as less than 6/60 but at least 3/60. On the 20ft visual acuity scale, severe reduction is defined as less than 20/200 but at least 20/400. On the decimal visual acuity scale, severe reduction is defined as less than 0.1 but at least 0.05. Marked vision impairment. Severe reduction in visual acuity. Severe vision loss. Severe visual impairment. Severe visual loss. Severely impaired vision"
HP:0001142,Lenticonus,"A conical projection of the anterior or posterior surface of the lens, occurring as a developmental anomaly.",[],"Lenticonus. A conical projection of the anterior or posterior surface of the lens, occurring as a developmental anomaly. "
HP:0001144,Orbital cyst,"Presence of a cyst in the region of the periorbital tissues. Orbital cysts can be derived from epithelial or glandular tissue within or surrounding the orbit (lacrimal glands, salivary glands, conjunctival, oral, nasal, or sinus epithelium).","['Cyst of eye socket', 'Orbital cysts']","Orbital cyst. Presence of a cyst in the region of the periorbital tissues. Orbital cysts can be derived from epithelial or glandular tissue within or surrounding the orbit (lacrimal glands, salivary glands, conjunctival, oral, nasal, or sinus epithelium). Cyst of eye socket. Orbital cysts"
HP:0001145,obsolete Chorioretinopathy,,[],obsolete Chorioretinopathy.  
HP:0001146,obsolete Pigmentary retinal degeneration,,[],obsolete Pigmentary retinal degeneration.  
HP:0001147,Retinal exudate,"Fluid which has escaped from retinal blood vessels with a high concentration of lipid, protein, and cellular debris with a typically bright, reflective, white or cream colored appearance on the surface of the retina.",['Retinal exudates'],"Retinal exudate. Fluid which has escaped from retinal blood vessels with a high concentration of lipid, protein, and cellular debris with a typically bright, reflective, white or cream colored appearance on the surface of the retina. Retinal exudates"
